Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
 Malaria,  chills,  vomiting,  high_fever,  sweating,  headache,  diarrhoea,  muscle_pain, , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , 
 Allergy,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Malaria,  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  muscle_pain, , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , 
 Acne,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , , 
 Acne,  skin_rash,  blackheads,  scurring, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  scurring, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  scurring, , , , , , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , 
 Acne,  skin_rash,  blackheads,  scurring, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , 
 Urinary tract infection,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Chicken pox,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Psoriasis,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Chicken pox, itching,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , 
 Impetigo,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Impetigo,  skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , 
 Fungal infection,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions, , , , , , , , , , , , , , 
 Fungal infection,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions, , , , , , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , 
 Allergy,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills, , , , , , , , , , , , , , 
 Allergy,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills, , , , , , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , 
 GERD,  stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough, , , , , , , , , , , , 
 GERD,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain, , , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , 
 Chronic cholestasis,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination, , , , , , , , , , , , 
 Drug Reaction, itching,  stomach_pain,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition, , , , , , , , , , , , , 
 Drug Reaction,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  stomach_pain,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  spotting_ urination, , , , , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition, , , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching, , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  indigestion,  abdominal_pain,  passage_of_gases,  internal_itching, , , , , , , , , , , , 
 Peptic ulcer diseae,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching, , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching, , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  indigestion,  abdominal_pain,  passage_of_gases,  internal_itching, , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  passage_of_gases,  internal_itching, , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  internal_itching, , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases, , , , , , , , , , , , 
 Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching, , , , , , , , , , , 
 Allergy,  continuous_sneezing,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  malaise,  red_spots_over_body, , , , , , , 
 Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching, , , , , , , , , , , 
 AIDS,  muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts, , , , , , , , , , , , , 
 AIDS,  patches_in_throat,  high_fever,  extra_marital_contacts, , , , , , , , , , , , , , 
 AIDS,  muscle_wasting,  high_fever,  extra_marital_contacts, , , , , , , , , , , , , , 
 AIDS,  muscle_wasting,  patches_in_throat,  extra_marital_contacts, , , , , , , , , , , , , , 
 AIDS,  muscle_wasting,  patches_in_throat,  high_fever, , , , , , , , , , , , , , 
 AIDS,  muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts, , , , , , , , , , , , , 
 AIDS,  muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts, , , , , , , , , , , , , 
 AIDS,  patches_in_throat,  high_fever,  extra_marital_contacts, , , , , , , , , , , , , , 
 AIDS,  muscle_wasting,  high_fever,  extra_marital_contacts, , , , , , , , , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  muscle_pain,  red_spots_over_body, , , , 
 AIDS,  muscle_wasting,  patches_in_throat,  high_fever, , , , , , , , , , , , , , 
 Diabetes ,  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , 
 Diabetes ,  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , 
 Diabetes ,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , , 
 Diabetes ,  fatigue,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , , 
 Diabetes ,  fatigue,  weight_loss,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , , 
 Diabetes ,  fatigue,  weight_loss,  restlessness,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , , 
 Diabetes ,  fatigue,  weight_loss,  restlessness,  lethargy,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , , 
 Diabetes ,  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  obesity,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , , 
 Diabetes ,  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  excessive_hunger,  increased_appetite,  polyuria, , , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  red_spots_over_body, , , , 
 Diabetes ,  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  increased_appetite,  polyuria, , , , , , , , 
 Gastroenteritis,  vomiting,  sunken_eyes,  dehydration,  diarrhoea, , , , , , , , , , , , , 
 Gastroenteritis,  vomiting,  sunken_eyes,  dehydration,  diarrhoea, , , , , , , , , , , , , 
 Gastroenteritis,  sunken_eyes,  dehydration,  diarrhoea, , , , , , , , , , , , , , 
 Gastroenteritis,  vomiting,  dehydration,  diarrhoea, , , , , , , , , , , , , , 
 Gastroenteritis,  vomiting,  sunken_eyes,  diarrhoea, , , , , , , , , , , , , , 
 Gastroenteritis,  vomiting,  sunken_eyes,  dehydration, , , , , , , , , , , , , , 
 Gastroenteritis,  vomiting,  sunken_eyes,  dehydration,  diarrhoea, , , , , , , , , , , , , 
 Gastroenteritis,  sunken_eyes,  dehydration,  diarrhoea, , , , , , , , , , , , , , 
 Gastroenteritis,  vomiting,  dehydration,  diarrhoea, , , , , , , , , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain, , , , 
 Gastroenteritis,  vomiting,  sunken_eyes,  diarrhoea, , , , , , , , , , , , , , 
 Bronchial Asthma,  fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum, , , , , , , , , , , 
 Bronchial Asthma,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum, , , , , , , , , , , , 
 Bronchial Asthma,  fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum, , , , , , , , , , , , 
 Bronchial Asthma,  fatigue,  cough,  breathlessness,  family_history,  mucoid_sputum, , , , , , , , , , , , 
 Bronchial Asthma,  fatigue,  cough,  high_fever,  family_history,  mucoid_sputum, , , , , , , , , , , , 
 Bronchial Asthma,  fatigue,  cough,  high_fever,  breathlessness,  mucoid_sputum, , , , , , , , , , , , 
 Bronchial Asthma,  fatigue,  cough,  high_fever,  breathlessness,  family_history, , , , , , , , , , , , 
 Bronchial Asthma,  fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum, , , , , , , , , , , 
 Bronchial Asthma,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum, , , , , , , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , 
 Bronchial Asthma,  fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum, , , , , , , , , , , , 
 Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , 
 Hypertension ,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , , 
 Hypertension ,  headache,  dizziness,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , , 
 Hypertension ,  headache,  chest_pain,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , , 
 Hypertension ,  headache,  chest_pain,  dizziness,  lack_of_concentration, , , , , , , , , , , , , 
 Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Hypertension ,  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , 
 Hypertension ,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , , 
 Hypertension ,  headache,  dizziness,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , , 
 Dengue,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Hypertension ,  headache,  chest_pain,  loss_of_balance,  lack_of_concentration, , , , , , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , 
 Migraine,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Migraine,  acidity,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Migraine,  acidity,  indigestion,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  irritability,  visual_disturbances, , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  visual_disturbances, , , , , , , , , 
 Dengue,  skin_rash,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability, , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , 
 Cervical spondylosis,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance, , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness, , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , 
 Cervical spondylosis,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Dengue,  skin_rash,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Cervical spondylosis,  back_pain,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium, , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium, , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  headache,  weakness_of_one_body_side,  altered_sensorium, , , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  vomiting,  weakness_of_one_body_side,  altered_sensorium, , , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  vomiting,  headache,  altered_sensorium, , , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side, , , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium, , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  headache,  weakness_of_one_body_side,  altered_sensorium, , , , , , , , , , , , , , 
 Paralysis (brain hemorrhage),  vomiting,  weakness_of_one_body_side,  altered_sensorium, , , , , , , , , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Paralysis (brain hemorrhage),  vomiting,  headache,  altered_sensorium, , , , , , , , , , , , , , 
 Jaundice, itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain, , , , , , , , , 
 Jaundice, itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain, , , , , , , , , 
 Jaundice,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain, , , , , , , , , , 
 Jaundice, itching,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain, , , , , , , , , , 
 Jaundice, itching,  vomiting,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain, , , , , , , , , , 
 Jaundice, itching,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain, , , , , , , , , , 
 Jaundice, itching,  vomiting,  fatigue,  weight_loss,  yellowish_skin,  dark_urine,  abdominal_pain, , , , , , , , , , 
 Jaundice, itching,  vomiting,  fatigue,  weight_loss,  high_fever,  dark_urine,  abdominal_pain, , , , , , , , , , 
 Jaundice, itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  abdominal_pain, , , , , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Jaundice, itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine, , , , , , , , , , 
